"","Astrocytes","Neurons","Proliferating","Progs.","RG","Mural","Myeloid","Endothelial","SYMBOL"
"PRR27","0.0000000000","0.0018281536","0.0068111455","0.0035284098","0.0080512652","0.0003969829","0.0000000000","0.0000000000","PRR27"
"AC099566.1","0.0000000000","0.0007312614","0.0000000000","0.0001216693","0.0004929346","0.0007939659","0.0000000000","0.0000000000","AC099566.1"
"TPO","0.0000000000","0.0003656307","0.0010319917","0.0003650079","0.0006572461","0.0003969829","0.0000000000","0.0000000000","TPO"
"AC092957.1","0.000000000","0.002559415","0.004540764","0.004866772","0.001478804","0.000000000","0.000000000","0.000000000","AC092957.1"
"AL109936.6","0.0000000000","0.0000000000","0.0006191950","0.0002433386","0.0000000000","0.0011909488","0.0000000000","0.0000000000","AL109936.6"
"AL512380.2","0.0000000000","0.0007312614","0.0006191950","0.0002433386","0.0001643115","0.0007939659","0.0000000000","0.0000000000","AL512380.2"
"DRGX","0.0017482517","0.0281535649","0.0030959752","0.0007300158","0.0026289846","0.0003969829","0.0000000000","0.0000000000","DRGX"
"ELF5","0.0000000000","0.0000000000","0.0000000000","0.0001216693","0.0016431153","0.0000000000","0.0000000000","0.0000000000","ELF5"
"AGTR2","0.001748252","0.002925046","0.005366357","0.002920063","0.011994742","0.007542676","0.000000000","0.000000000","AGTR2"
"AL138899.1","0.0000000000","0.0000000000","0.0010319917","0.0003650079","0.0027932961","0.0003969829","0.0000000000","0.0015847861","AL138899.1"
"AL021707.4","0.0000000000","0.0014625229","0.0016511868","0.0004866772","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AL021707.4"
"LINC01934","0.0017482517","0.0003656307","0.0014447884","0.0001216693","0.0000000000","0.0003969829","0.0000000000","0.0000000000","LINC01934"
"AL132996.1","0.0000000000","0.0007312614","0.0020639835","0.0002433386","0.0013144923","0.0000000000","0.0000000000","0.0000000000","AL132996.1"
"AC004449.1","0.0000000000","0.0010968921","0.0000000000","0.0004866772","0.0004929346","0.0003969829","0.0000000000","0.0000000000","AC004449.1"
"AC105760.1","0.0000000000","0.0010968921","0.0008255934","0.0006083465","0.0004929346","0.0003969829","0.0000000000","0.0000000000","AC105760.1"
"LRRC37A","0.0000000000","0.0014625229","0.0012383901","0.0007300158","0.0014788038","0.0000000000","0.0000000000","0.0000000000","LRRC37A"
"LINC00276","0.0034965035","0.0014625229","0.0008255934","0.0001216693","0.0008215577","0.0007939659","0.0000000000","0.0000000000","LINC00276"
"AC021491.4","0.0017482517","0.0010968921","0.0004127967","0.0001216693","0.0008215577","0.0003969829","0.0000000000","0.0000000000","AC021491.4"
"MAP1LC3C","0.0017482517","0.0007312614","0.0010319917","0.0008516851","0.0006572461","0.0003969829","0.0000000000","0.0000000000","MAP1LC3C"
"DBH","0.0017482517","0.0160877514","0.0037151703","0.0002433386","0.0023003615","0.0000000000","0.0000000000","0.0000000000","DBH"
"AC005740.4","0.0017482517","0.0010968921","0.0006191950","0.0002433386","0.0008215577","0.0003969829","0.0000000000","0.0000000000","AC005740.4"
"AP002833.1","0.0034965035","0.0029250457","0.0000000000","0.0004866772","0.0003286231","0.0003969829","0.0000000000","0.0000000000","AP002833.1"
"AC016877.3","0.0000000000","0.0000000000","0.0010319917","0.0002433386","0.0000000000","0.0000000000","0.0000000000","0.0000000000","AC016877.3"
"CYP19A1","0.0052447552","0.0000000000","0.0004127967","0.0004866772","0.0008215577","0.0007939659","0.0013736264","0.0000000000","CYP19A1"
"VCX3A","0.0000000000","0.0010968921","0.0008255934","0.0000000000","0.0001643115","0.0003969829","0.0000000000","0.0000000000","VCX3A"
"LINC02232","0.0000000000","0.0003656307","0.0006191950","0.0002433386","0.0011501807","0.0000000000","0.0000000000","0.0000000000","LINC02232"
"MC4R","0.0000000000","0.0014625229","0.0018575851","0.0007300158","0.0031219192","0.0007939659","0.0000000000","0.0000000000","MC4R"
"AC010745.2","0.0017482517","0.0000000000","0.0018575851","0.0003650079","0.0014788038","0.0011909488","0.0000000000","0.0000000000","AC010745.2"
"AC007938.1","0.0000000000","0.0007312614","0.0008255934","0.0004866772","0.0006572461","0.0015879317","0.0000000000","0.0000000000","AC007938.1"
"AL445231.1","0.0000000000","0.0007312614","0.0020639835","0.0008516851","0.0009858692","0.0000000000","0.0000000000","0.0000000000","AL445231.1"
"SHANK2-AS1","0.0000000000","0.0003656307","0.0006191950","0.0002433386","0.0006572461","0.0003969829","0.0000000000","0.0000000000","SHANK2-AS1"
"AC009242.1","0.0000000000","0.0014625229","0.0006191950","0.0003650079","0.0016431153","0.0003969829","0.0000000000","0.0000000000","AC009242.1"
"AC097634.3","0.0000000000","0.0007312614","0.0020639835","0.0013383623","0.0024646730","0.0000000000","0.0000000000","0.0000000000","AC097634.3"
"AC012074.1","0.0000000000","0.0018281536","0.0006191950","0.0008516851","0.0009858692","0.0003969829","0.0000000000","0.0000000000","AC012074.1"
"AL121890.3","0.0000000000","0.0000000000","0.0006191950","0.0008516851","0.0014788038","0.0000000000","0.0000000000","0.0000000000","AL121890.3"
"TTC39A-AS1","0.0000000000","0.0003656307","0.0004127967","0.0003650079","0.0003286231","0.0003969829","0.0000000000","0.0000000000","TTC39A-AS1"
"AXDND1","0.0000000000","0.0000000000","0.0018575851","0.0017033702","0.0009858692","0.0019849146","0.0000000000","0.0015847861","AXDND1"
"SH3TC2-DT","0.0034965035","0.0003656307","0.0004127967","0.0002433386","0.0003286231","0.0011909488","0.0000000000","0.0015847861","SH3TC2-DT"
"LINC01752","0.0017482517","0.0000000000","0.0004127967","0.0002433386","0.0008215577","0.0007939659","0.0000000000","0.0031695721","LINC01752"
"EFCAB3","0.0000000000","0.0000000000","0.0008255934","0.0002433386","0.0003286231","0.0000000000","0.0000000000","0.0015847861","EFCAB3"
"AC078778.1","0.0000000000","0.0007312614","0.0002063983","0.0003650079","0.0013144923","0.0003969829","0.0000000000","0.0000000000","AC078778.1"
"AC022001.3","0.0087412587","0.0051188300","0.0004127967","0.0002433386","0.0014788038","0.0003969829","0.0000000000","0.0000000000","AC022001.3"
"AL356124.2","0.0000000000","0.0000000000","0.0006191950","0.0004866772","0.0003286231","0.0000000000","0.0000000000","0.0000000000","AL356124.2"
"RBMS3-AS2","0.0034965035","0.0014625229","0.0002063983","0.0000000000","0.0006572461","0.0015879317","0.0000000000","0.0000000000","RBMS3-AS2"
"ROPN1B","0.0751748252","0.0018281536","0.0008255934","0.0006083465","0.0013144923","0.0003969829","0.0000000000","0.0000000000","ROPN1B"
"LRRC66","0.0017482517","0.0021937843","0.0004127967","0.0000000000","0.0009858692","0.0000000000","0.0000000000","0.0015847861","LRRC66"
"ZNF503-AS1","0.0174825175","0.0010968921","0.0018575851","0.0018250395","0.0023003615","0.0007939659","0.0000000000","0.0015847861","ZNF503-AS1"
"AL008638.3","0.0000000000","0.0003656307","0.0002063983","0.0003650079","0.0006572461","0.0003969829","0.0000000000","0.0000000000","AL008638.3"
"SIGLEC1","0.0174825175","0.0003656307","0.0002063983","0.0001216693","0.0000000000","0.0000000000","0.0000000000","0.0000000000","SIGLEC1"
"AL354813.1","0.0000000000","0.0003656307","0.0008255934","0.0000000000","0.0003286231","0.0000000000","0.0000000000","0.0000000000","AL354813.1"
"AL024497.1","0.0000000000","0.0003656307","0.0014447884","0.0014600316","0.0008215577","0.0011909488","0.0000000000","0.0000000000","AL024497.1"
"CDKL4","0.0000000000","0.0014625229","0.0004127967","0.0000000000","0.0008215577","0.0007939659","0.0000000000","0.0031695721","CDKL4"
"ACR","0.0000000000","0.0007312614","0.0004127967","0.0003650079","0.0009858692","0.0007939659","0.0000000000","0.0000000000","ACR"
"LINC01797","0.0017482517","0.0025594150","0.0006191950","0.0004866772","0.0019717384","0.0003969829","0.0000000000","0.0000000000","LINC01797"
"CD163","0.0052447552","0.0102376600","0.0000000000","0.0000000000","0.0004929346","0.0007939659","0.0000000000","0.0000000000","CD163"
"AL121829.2","0.0000000000","0.0010968921","0.0002063983","0.0004866772","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AL121829.2"
"CHRNB3","0.0000000000","0.0076782450","0.0002063983","0.0001216693","0.0003286231","0.0000000000","0.0000000000","0.0000000000","CHRNB3"
"EDAR","0.0000000000","0.0000000000","0.0002063983","0.0003650079","0.0013144923","0.0003969829","0.0000000000","0.0000000000","EDAR"
"GPR88","0.0000000000","0.0014625229","0.0006191950","0.0002433386","0.0001643115","0.0000000000","0.0000000000","0.0000000000","GPR88"
"AC015849.3","0.0017482517","0.0014625229","0.0008255934","0.0004866772","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AC015849.3"
"AC084876.1","0.0000000000","0.0007312614","0.0002063983","0.0000000000","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AC084876.1"
"MX2","0.0104895105","0.0007312614","0.0006191950","0.0001216693","0.0011501807","0.0007939659","0.0000000000","0.0000000000","MX2"
"AL512306.2","0.0000000000","0.0003656307","0.0002063983","0.0002433386","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AL512306.2"
"AL353743.2","0.0000000000","0.0007312614","0.0004127967","0.0004866772","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AL353743.2"
"AC018521.4","0.0000000000","0.0032906764","0.0002063983","0.0002433386","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AC018521.4"
"AC010336.3","0.0017482517","0.0021937843","0.0010319917","0.0003650079","0.0004929346","0.0000000000","0.0000000000","0.0000000000","AC010336.3"
"SEMA3F-AS1","0.0017482517","0.0003656307","0.0006191950","0.0009733544","0.0023003615","0.0011909488","0.0000000000","0.0000000000","SEMA3F-AS1"
"AL138895.1","0.0000000000","0.0000000000","0.0000000000","0.0002433386","0.0006572461","0.0000000000","0.0013736264","0.0000000000","AL138895.1"
"AC010776.3","0.0017482517","0.0000000000","0.0008255934","0.0001216693","0.0016431153","0.0003969829","0.0000000000","0.0000000000","AC010776.3"
"LINC01828","0.0000000000","0.0010968921","0.0008255934","0.0001216693","0.0014788038","0.0000000000","0.0000000000","0.0000000000","LINC01828"
"TMPRSS3","0.0000000000","0.0007312614","0.0000000000","0.0002433386","0.0013144923","0.0000000000","0.0013736264","0.0000000000","TMPRSS3"
"LINC00158","0.0017482517","0.0000000000","0.0008255934","0.0001216693","0.0004929346","0.0003969829","0.0000000000","0.0000000000","LINC00158"
"LINC02134","0.0017482517","0.0021937843","0.0006191950","0.0003650079","0.0009858692","0.0000000000","0.0000000000","0.0000000000","LINC02134"
"FAM181A-AS1","0.0017482517","0.0000000000","0.0014447884","0.0009733544","0.0001643115","0.0000000000","0.0000000000","0.0000000000","FAM181A-AS1"
"LINC02473","0.0174825175","0.0003656307","0.0002063983","0.0001216693","0.0001643115","0.0003969829","0.0013736264","0.0000000000","LINC02473"
"ASB4","0.0000000000","0.0010968921","0.0004127967","0.0001216693","0.0008215577","0.0007939659","0.0000000000","0.0000000000","ASB4"
"AC068446.2","0.0052447552","0.0003656307","0.0002063983","0.0008516851","0.0004929346","0.0003969829","0.0000000000","0.0000000000","AC068446.2"
"AC003005.2","0.0000000000","0.0003656307","0.0008255934","0.0002433386","0.0009858692","0.0000000000","0.0000000000","0.0000000000","AC003005.2"
"TGM4","0.0000000000","0.0010968921","0.0012383901","0.0006083465","0.0008215577","0.0007939659","0.0000000000","0.0000000000","TGM4"
"AC012213.1","0.0000000000","0.0010968921","0.0000000000","0.0003650079","0.0003286231","0.0000000000","0.0000000000","0.0000000000","AC012213.1"
"AC064807.2","0.0000000000","0.0007312614","0.0014447884","0.0002433386","0.0023003615","0.0000000000","0.0000000000","0.0000000000","AC064807.2"
"AC122129.1","0.0000000000","0.0010968921","0.0008255934","0.0004866772","0.0009858692","0.0003969829","0.0000000000","0.0000000000","AC122129.1"
"THSD4-AS1","0.0000000000","0.0054844607","0.0004127967","0.0008516851","0.0003286231","0.0000000000","0.0013736264","0.0000000000","THSD4-AS1"
"AL353626.1","0.0000000000","0.0014625229","0.0016511868","0.0001216693","0.0004929346","0.0000000000","0.0000000000","0.0015847861","AL353626.1"
"AC024257.5","0.0000000000","0.0000000000","0.0004127967","0.0003650079","0.0011501807","0.0000000000","0.0000000000","0.0000000000","AC024257.5"
"SLC2A9","0.0000000000","0.0007312614","0.0002063983","0.0004866772","0.0008215577","0.0007939659","0.0000000000","0.0015847861","SLC2A9"
"AC091946.1","0.0000000000","0.0003656307","0.0004127967","0.0000000000","0.0013144923","0.0000000000","0.0000000000","0.0000000000","AC091946.1"
"AL356234.3","0.0052447552","0.0000000000","0.0002063983","0.0001216693","0.0000000000","0.0000000000","0.0000000000","0.0015847861","AL356234.3"
"FAM209A","0.0000000000","0.0000000000","0.0000000000","0.0002433386","0.0008215577","0.0007939659","0.0000000000","0.0000000000","FAM209A"
"IL18RAP","0.0017482517","0.0003656307","0.0006191950","0.0000000000","0.0001643115","0.0007939659","0.0000000000","0.0000000000","IL18RAP"
"LINC02172","0.0000000000","0.0007312614","0.0008255934","0.0007300158","0.0003286231","0.0000000000","0.0000000000","0.0000000000","LINC02172"
"AC006027.1","0.0000000000","0.0007312614","0.0010319917","0.0003650079","0.0004929346","0.0007939659","0.0000000000","0.0015847861","AC006027.1"
"AC004528.1","0.0000000000","0.0003656307","0.0010319917","0.0004866772","0.0006572461","0.0003969829","0.0000000000","0.0000000000","AC004528.1"
"LINC01483","0.0017482517","0.0003656307","0.0004127967","0.0004866772","0.0001643115","0.0003969829","0.0000000000","0.0015847861","LINC01483"
"VSTM5","0.0000000000","0.0000000000","0.0006191950","0.0000000000","0.0009858692","0.0000000000","0.0000000000","0.0000000000","VSTM5"
"CFAP299","0.0017482517","0.0003656307","0.0002063983","0.0009733544","0.0008215577","0.0000000000","0.0000000000","0.0031695721","CFAP299"
"AC008060.1","0.0017482517","0.0014625229","0.0039215686","0.0020683781","0.0009858692","0.0007939659","0.0000000000","0.0000000000","AC008060.1"
"AP000552.1","0.0000000000","0.0000000000","0.0008255934","0.0006083465","0.0008215577","0.0000000000","0.0000000000","0.0000000000","AP000552.1"
"AC072062.1","0.0000000000","0.0000000000","0.0008255934","0.0002433386","0.0006572461","0.0000000000","0.0000000000","0.0000000000","AC072062.1"
"Z95114.2","0.0017482517","0.0003656307","0.0008255934","0.0003650079","0.0004929346","0.0000000000","0.0000000000","0.0000000000","Z95114.2"
"AC012313.2","0.0000000000","0.0007312614","0.0016511868","0.0002433386","0.0009858692","0.0003969829","0.0000000000","0.0000000000","AC012313.2"
"LINC02012","0.0000000000","0.0021937843","0.0010319917","0.0003650079","0.0006572461","0.0000000000","0.0000000000","0.0000000000","LINC02012"
"TRPM8","0.0000000000","0.0025594150","0.0006191950","0.0000000000","0.0008215577","0.0003969829","0.0000000000","0.0000000000","TRPM8"
"AC124854.1","0.0000000000","0.0007312614","0.0010319917","0.0007300158","0.0001643115","0.0000000000","0.0000000000","0.0000000000","AC124854.1"
"AL356756.1","0.0000000000","0.0000000000","0.0008255934","0.0001216693","0.0008215577","0.0011909488","0.0000000000","0.0000000000","AL356756.1"
"AL031056.1","0.0000000000","0.0000000000","0.0006191950","0.0002433386","0.0001643115","0.0003969829","0.0000000000","0.0000000000","AL031056.1"
"AC010746.1","0.0017482517","0.0014625229","0.0002063983","0.0003650079","0.0001643115","0.0000000000","0.0000000000","0.0000000000","AC010746.1"
"AL391294.1","0.0000000000","0.0003656307","0.0004127967","0.0002433386","0.0004929346","0.0003969829","0.0000000000","0.0000000000","AL391294.1"
"AC025423.1","0.0000000000","0.0000000000","0.0012383901","0.0003650079","0.0003286231","0.0007939659","0.0000000000","0.0000000000","AC025423.1"
"AC104248.1","0.0000000000","0.0000000000","0.0002063983","0.0003650079","0.0001643115","0.0000000000","0.0013736264","0.0000000000","AC104248.1"
"SNRK-AS1","0.0000000000","0.0010968921","0.0004127967","0.0000000000","0.0004929346","0.0000000000","0.0000000000","0.0015847861","SNRK-AS1"
"CFAP61","0.000000000","0.001828154","0.002270382","0.001095024","0.001971738","0.000000000","0.000000000","0.000000000","CFAP61"
"AL353804.1","0.0000000000","0.0003656307","0.0004127967","0.0002433386","0.0004929346","0.0003969829","0.0000000000","0.0000000000","AL353804.1"
"MPP4","0.0000000000","0.0018281536","0.0008255934","0.0002433386","0.0023003615","0.0011909488","0.0000000000","0.0000000000","MPP4"
"AC008443.6","0.0052447552","0.0000000000","0.0000000000","0.0002433386","0.0004929346","0.0007939659","0.0013736264","0.0000000000","AC008443.6"
"AC068205.1","0.0000000000","0.0007312614","0.0008255934","0.0010950237","0.0006572461","0.0000000000","0.0013736264","0.0000000000","AC068205.1"
"OR7C1","0.0017482517","0.0003656307","0.0004127967","0.0001216693","0.0003286231","0.0000000000","0.0000000000","0.0000000000","OR7C1"
"PALM2-AKAP2","0.0000000000","0.0003656307","0.0002063983","0.0003650079","0.0004929346","0.0003969829","0.0000000000","0.0000000000","PALM2-AKAP2"
"AC138028.4","0.0000000000","0.0003656307","0.0006191950","0.0002433386","0.0004929346","0.0007939659","0.0000000000","0.0000000000","AC138028.4"
"PCDHGA7","0.0034965035","0.0007312614","0.0010319917","0.0003650079","0.0009858692","0.0007939659","0.0000000000","0.0031695721","PCDHGA7"
"ZNF705E","0.0017482517","0.0003656307","0.0006191950","0.0006083465","0.0003286231","0.0003969829","0.0000000000","0.0000000000","ZNF705E"
"AL122035.1","0.0000000000","0.0000000000","0.0008255934","0.0001216693","0.0001643115","0.0011909488","0.0013736264","0.0000000000","AL122035.1"
