"","Astrocytes","Neurons","Proliferating","Progs.","RG","Mural","Myeloid","Endothelial","SYMBOL"
"CLK1","0.1713287","0.2420475","0.2136223","0.1616985","0.2518896","0.1885669","0.4642857","0.1331220","CLK1"
"FAM126B","0.13111888","0.16307130","0.13436533","0.07750335","0.15839632","0.09765780","0.08928571","0.10618067","FAM126B"
"STRADB","0.3986014","0.3374771","0.6336429","0.2878696","0.4383832","0.5418817","0.8200549","0.1362916","STRADB"
"AAMP","0.2832168","0.2277879","0.4540764","0.2182747","0.4416694","0.4501786","0.4217033","0.1616482","AAMP"
"CNPPD1","0.12762238","0.13162706","0.17523220","0.08930527","0.12438383","0.11433108","0.24587912","0.13153724","CNPPD1"
"ZFAND2B","0.2604895","0.2032907","0.3081527","0.1352963","0.2988827","0.2731243","0.2458791","0.2218700","ZFAND2B"
"ASIC4","0.019230769","0.062522852","0.069556244","0.023603845","0.030561945","0.017070266","0.230769231","0.006339144","ASIC4"
"RHBDD1","0.04195804","0.04899452","0.06852425","0.03333739","0.06933947","0.04644700","0.06868132","0.02852615","RHBDD1"
"PASK","0.02097902","0.02157221","0.05118679","0.02409052","0.03286231","0.01508535","0.01373626","0.00792393","PASK"
"AC069277.1","0.01398601","0.04241316","0.04355005","0.01800706","0.06966809","0.05795951","0.01236264","0.01901743","AC069277.1"
"RAF1","0.2989510","0.3751371","0.4769866","0.2241149","0.4516924","0.3271139","0.1565934","0.1584786","RAF1"
"SEC22C","0.1975524","0.1956124","0.3211558","0.1251977","0.2226421","0.1818182","0.1346154","0.1251981","SEC22C"
"AC099778.1","0.04720280","0.04680073","0.05263158","0.02761893","0.08001972","0.07026598","0.01785714","0.02694136","AC099778.1"
"ARIH2OS","0.04370629","0.03400366","0.04375645","0.02165714","0.04042064","0.03850734","0.06181319","0.00792393","ARIH2OS"
"MON1A","0.05069930","0.05009141","0.06418989","0.02810561","0.05438712","0.04366812","0.05631868","0.03169572","MON1A"
"CCDC66","0.2167832","0.2314442","0.3490196","0.1939409","0.3713441","0.2465264","0.1346154","0.2377179","CCDC66"
"FHIT","0.05944056","0.05009141","0.08544892","0.04501764","0.10565232","0.09130607","0.03296703","0.15372425","FHIT"
"PPP4R2","0.3951049","0.3444241","0.5490196","0.2455287","0.4622083","0.3886463","0.2500000","0.1980983","PPP4R2"
"TMEM39A","0.09265734","0.07385740","0.12652219","0.06594476","0.17400592","0.20127035","0.10027473","0.03961965","TMEM39A"
"KALRN","0.19405594","0.49177331","0.14840041","0.08529018","0.19372330","0.08098452","0.02884615","0.17274168","KALRN"
"MCM2","0.19055944","0.10310786","0.28627451","0.14575982","0.18156425","0.08773323","0.09203297","0.04120444","MCM2"
"RUVBL1","0.2517483","0.1934186","0.5374613","0.2108529","0.2408807","0.2096070","0.1950549","0.1141046","RUVBL1"
"H1FX","3.215035","3.136746","6.459236","2.127266","3.113211","1.770941","1.804945","2.017433","H1FX"
"ALG1L2","0.008741259","0.003656307","0.004953560","0.004258426","0.004436411","0.003175863","0.002747253","0.006339144","ALG1L2"
"COPB2","0.2342657","0.2076782","0.2823529","0.1436914","0.3861321","0.4712187","0.2032967","0.1521395","COPB2"
"ATP1B3","1.2377622","0.6665448","1.3434469","0.6345054","0.7860664","0.7054387","0.6730769","0.5451664","ATP1B3"
"GMPS","0.3164336","0.2252285","0.5597523","0.2362818","0.3452185","0.3211592","0.4752747","0.1727417","GMPS"
"CCNL1","0.5122378","0.3996344","0.5195046","0.3297238","0.5869208","0.4803493","0.4587912","0.3565769","CCNL1"
"GFM1","0.14160839","0.11042048","0.16780186","0.08224845","0.14163654","0.11591902","0.10164835","0.18858954","GFM1"
"NDUFB5","1.1993007","0.9579525","1.2621259","0.6328020","1.3961551","1.4108773","1.1043956","0.7686212","NDUFB5"
"PARL","0.4265734","0.3758684","0.6305470","0.3146368","0.6357213","0.6157205","0.2870879","0.2694136","PARL"
"DNAJB11","0.2604895","0.2340037","0.3296182","0.1652269","0.2532041","0.2631997","0.1909341","0.1362916","DNAJB11"
"CCDC50","0.3776224","0.4266910","0.4406605","0.1961309","0.3769307","0.3156014","0.2239011","0.3423138","CCDC50"
"PAK2","0.4230769","0.4968921","0.4485036","0.2159630","0.3977982","0.2981342","0.1826923","0.3549921","PAK2"
"NCBP2","0.9195804","0.8954296","1.1543860","0.6604210","0.9548143","0.8388249","0.7678571","0.4944532","NCBP2"
"LRCH3","0.1975524","0.2230347","0.2127967","0.1073123","0.2699639","0.1429139","0.0260989","0.1204437","LRCH3"
"NSD2","0.3444056","0.3272395","0.6710010","0.2491787","0.3815314","0.1544264","0.1236264","0.1061807","NSD2"
"NCAPG","0.13286713","0.04314442","0.41052632","0.05462952","0.07574762","0.05081382","0.04945055","0.01426307","NCAPG"
"DHX15","0.4580420","0.3915905","0.6142415","0.3414041","0.5154453","0.4017467","0.2280220","0.2076070","DHX15"
"SLC30A9","0.2972028","0.3232176","0.4121775","0.2007543","0.3269800","0.2838428","0.1387363","0.1664025","SLC30A9"
"YTHDC1","0.5472028","0.6343693","0.8324045","0.3780265","0.8342097","0.6050020","0.3818681","0.4516640","YTHDC1"
"GRSF1","0.4370629","0.4124314","0.5659443","0.2951697","0.5893855","0.6701072","0.3255495","0.2741680","GRSF1"
"DCK","0.18531469","0.17001828","0.24334365","0.11084073","0.12619126","0.11274315","0.11263736","0.09667195","DCK"
"NAAA","0.04370629","0.01572212","0.03095975","0.01898041","0.02119619","0.03017070","0.02884615","0.00792393","NAAA"
"ADH5","0.9580420","0.7126143","0.9647059","0.5111327","0.9329609","0.8745534","0.3612637","0.2995246","ADH5"
"SLC39A8","0.05944056","0.03071298","0.26006192","0.06655311","0.08692080","0.06073839","0.97802198","0.07131537","SLC39A8"
"CISD2","0.6625874","0.6255941","1.0503612","0.5144178","0.7333224","0.8181818","0.8310440","0.2836767","CISD2"
"CENPE","0.15384615","0.04716636","0.56367389","0.05657623","0.10072297","0.05398968","0.04120879","0.02535658","CENPE"
"HADH","0.4702797","0.2069470","0.6185759","0.2147463","0.4206375","0.3028980","0.1373626","0.1759113","HADH"
"GYPE","0.02447552","0.05703839","0.84747162","0.16145516","0.05898784","0.03414053","3.75274725","0.01109350","GYPE"
"GYPB"," 0.14160839"," 0.14990859"," 2.69060888"," 0.59143448"," 0.16989813"," 0.10361254","13.92307692"," 0.03645008","GYPB"
"GYPA","0.02972028","0.02632541","1.96553148","0.34992091","0.04847190","0.04446209","7.27335165","0.00792393","GYPA"
"ARFIP1","0.12937063","0.08628885","0.15067079","0.07726001","0.13851462","0.12187376","0.07692308","0.07923930","ARFIP1"
"CENPU","0.33916084","0.13747715","0.84024768","0.25720891","0.21639829","0.16514490","0.19642857","0.04120444","CENPU"
"PDCD6","0.9370629","0.5952468","0.9029928","0.4405645","1.0312192","1.0400953","0.4381868","0.6687797","PDCD6"
"TMEM267","0.06818182","0.06142596","0.11124871","0.06229468","0.08067696","0.08336642","0.09065934","0.05071315","TMEM267"
"IL6ST","0.2097902","0.2555759","0.4703818","0.1995377","1.4303319","1.9428345","0.1442308","0.3581616","IL6ST"
"POLK","0.19055944","0.15685558","0.16738906","0.09356369","0.20801840","0.15561731","0.08516484","0.12678288","POLK"
"IQGAP2","0.12762238","0.03180987","0.20227038","0.06776980","0.10138022","0.05994442","0.21703297","0.10935024","IQGAP2"
"ZCCHC9","0.2534965","0.1276051","0.3172343","0.1389463","0.2720999","0.2806669","0.1497253","0.1077655","ZCCHC9"
"TMEM161B","0.04545455","0.06435101","0.06584107","0.03832583","0.06950378","0.04922588","0.03708791","0.02694136","TMEM161B"
"RFESD","0.02272727","0.02266910","0.09948400","0.02104879","0.02004601","0.01865820","0.19642857","0.00792393","RFESD"
"MARCH3","0.06293706","0.04936015","0.15459236","0.05694123","0.15428853","0.54426360","0.37225275","0.10301109","MARCH3"
"SLC22A4","0.000000000","0.006581353","0.008875129","0.001095024","0.004600723","0.009130607","0.043956044","0.003169572","SLC22A4"
"FAM53C","0.3951049","0.3202925","0.3226006","0.1876141","0.3818600","0.2342199","0.1936813","0.1774960","FAM53C"
"PAIP2","1.3234266","1.4925046","1.7510836","0.9353936","1.3139993","1.0154823","1.0041209","0.6513471","PAIP2"
"APBB3","0.08741259","0.12541133","0.05841073","0.03747415","0.09447913","0.07820564","0.02884615","0.03328051","APBB3"
"NDFIP1","0.5681818","0.7839122","0.8026832","0.4158657","0.8194216","1.0281858","0.3021978","0.3185420","NDFIP1"
"FAXDC2","0.04370629","0.02595978","0.10505676","0.03248570","0.06901084","0.07344184","0.26785714","0.03803487","FAXDC2"
"DUSP1","0.2132867","0.4171846","0.3409701","0.2657258","0.5031219","0.5700675","0.3846154","0.6370840","DUSP1"
"DDX41","0.2307692","0.2599634","0.3347781","0.1840857","0.2666776","0.2449385","0.3804945","0.1790808","DDX41"
"BPHL","0.12937063","0.16928702","0.19174407","0.10317557","0.17302005","0.14291385","0.04258242","0.08716323","BPHL"
"TMEM14C","1.2500000","0.9312614","2.6831785","0.9300402","1.6986526","1.8574831","3.4876374","0.6973059","TMEM14C"
"SOX4"," 6.288462","11.718099"," 4.910423"," 2.817253"," 6.554716"," 2.809845"," 1.196429"," 3.966719","SOX4"
"HLA-A","0.5314685","0.2734918","0.5135191","0.3126901","0.4934275","0.6391425","0.4739011","0.2503962","HLA-A"
"ZNRD1","0.4597902","0.2336380","0.5176471","0.2385935","0.4607295","0.3370385","0.3434066","0.1854200","ZNRD1"
"DHX16","0.05594406","0.05521024","0.08194014","0.03662246","0.06063096","0.05716554","0.04807692","0.03328051","DHX16"
"GPANK1","0.2500000","0.2409506","0.3973168","0.1859107","0.3115347","0.3076618","0.2884615","0.1299525","GPANK1"
"PPT2","0.13636364","0.07678245","0.13787410","0.05329115","0.11386789","0.13338626","0.15796703","0.05546751","PPT2"
"AGPAT1","0.4143357","0.4811700","0.4941176","0.2473537","0.5660532","0.4061135","0.2197802","0.2900158","AGPAT1"
"SLC39A7","0.1486014","0.1729433","0.2416925","0.1497749","0.2683207","0.3358476","0.1703297","0.1188590","SLC39A7"
"PHF1","0.1293706","0.1912249","0.2431373","0.1277528","0.2267499","0.2238984","0.3090659","0.1584786","PHF1"
"USP49","0.06293706","0.09762340","0.10092879","0.05608955","0.09957279","0.03175863","0.02472527","0.01109350","USP49"
"CCND3","0.2132867","0.1301645","0.7153767","0.1888308","0.3319093","0.4470028","1.7747253","0.1141046","CCND3"
"MRPS10","0.3513986","0.3170018","0.5843137","0.2652391","0.4327966","0.4712187","0.3434066","0.2583201","MRPS10"
"RPL7L1","0.5646853","0.5195612","0.7851393","0.3887334","0.6587249","0.5776102","0.4120879","0.3280507","RPL7L1"
"BEND6","0.012237762","0.014990859","0.017131063","0.006813481","0.044528426","0.095672886","0.017857143","0.001584786","BEND6"
"B3GAT2","0.1118881","0.2416819","0.1966976","0.1563451","0.2344726","0.1413259","0.1538462","0.1933439","B3GAT2"
"KHDC1","0.04895105","0.05411335","0.04974200","0.03564911","0.07032534","0.06589917","0.01236264","0.01584786","KHDC1"
"SNX14","0.15209790","0.10603291","0.14117647","0.08030174","0.17581334","0.14331084","0.05906593","0.12678288","SNX14"
"SMIM8","0.2500000","0.2606947","0.2856553","0.1506266","0.2987184","0.2008734","0.1304945","0.1236133","SMIM8"
"PM20D2","0.11188811","0.07751371","0.15417957","0.07190656","0.15264542","0.16871775","0.04532967","0.02535658","PM20D2"
"NDUFAF4","0.2202797","0.2402194","0.3754386","0.1782455","0.2293789","0.2238984","0.2774725","0.1378764","NDUFAF4"
"PNISR","2.199301","2.319196","2.618576","1.541793","2.620276","1.661771","1.074176","1.348653","PNISR"
"RWDD1","1.2010490","0.9579525","1.5327141","0.6958267","1.6437726","1.4080985","1.0837912","0.8288431","RWDD1"
"NCOA7","0.08566434","0.05374771","0.04478844","0.02336051","0.06194545","0.04724097","0.03983516","0.03328051","NCOA7"
"CITED2","0.8181818","1.1217550","1.3145511","0.7348826","1.6869865","2.6851925","1.2596154","0.2789223","CITED2"
"MTHFD1L","0.13636364","0.08738574","0.30051600","0.11059740","0.17844233","0.20881302","0.42857143","0.13946117","MTHFD1L"
"TFB1M","0.10839161","0.06471664","0.11413829","0.05450785","0.09809399","0.07502977","0.08791209","0.04120444","TFB1M"
"EZR","0.2622378","0.4435101","0.7339525","0.3247354","0.7532041","3.0321556","0.3859890","0.3438986","EZR"
"PDCD2","0.6066434","0.5031079","0.7630547","0.3916535","0.7006244","0.5732434","0.4505495","0.3882726","PDCD2"
"WIPI2","0.5052448","0.4427788","0.6685243","0.3113517","0.5760762","0.4755855","0.4038462","0.3692552","WIPI2"
"AIMP2","0.1660839","0.1371115","0.3019608","0.1144908","0.1787709","0.1845971","0.1717033","0.1331220","AIMP2"
"HNRNPA2B1","3.351399","2.669835","6.071001","2.459423","3.612718","2.790393","1.467033","1.656101","HNRNPA2B1"
"GGCT","0.7342657","0.3630713","1.0466460","0.4635600","0.6564246","0.6177054","0.5247253","0.3851030","GGCT"
"RP9","0.2849650","0.2625229","0.3655315","0.1598735","0.3342097","0.2683605","0.2554945","0.2044374","RP9"
"COA1","0.7500000","0.7100548","1.5236326","0.6107799","1.0557016","0.7090115","0.5728022","0.4912837","COA1"
"AC004951.1","0.12412587","0.08702011","0.09597523","0.05256114","0.10368058","0.06232632","0.02197802","0.07290016","AC004951.1"
"DBNL","0.3723776","0.2840951","0.3642931","0.1750821","0.3305948","0.3691941","0.1098901","0.1980983","DBNL"
"DDX56","0.1730769","0.1433272","0.2466460","0.1157075","0.2067039","0.2306471","0.1291209","0.1141046","DDX56"
"ZNF273","0.08916084","0.10274223","0.21878225","0.07762502","0.09546500","0.06510520","0.16071429","0.04120444","ZNF273"
"AC073349.1","0.005244755","0.005118830","0.225386997","0.033337389","0.010023004","0.013100437","1.173076923","0.003169572","AC073349.1"
"TYW1","0.06293706","0.05740402","0.09040248","0.04367928","0.07985541","0.07463279","0.05219780","0.03803487","TYW1"
"ASNS","0.09440559","0.25667276","0.45242518","0.15172162","0.28853105","0.68360461","0.90521978","0.03645008","ASNS"
"PDAP1","1.2027972","1.1952468","2.0163055","0.8765057","1.5801840","1.3568877","0.9093407","0.8510301","PDAP1"
"SPDYE3","0.005244755","0.003290676","0.004747162","0.002798394","0.003614854","0.003175863","0.002747253","0.001584786","SPDYE3"
"TFR2","0.012237762","0.010968921","0.053663571","0.017277041","0.008051265","0.003969829","0.109890110","0.001584786","TFR2"
"DNAJB9","0.2167832","0.3978062","0.2340557","0.2371335","0.3310877","0.4470028","0.8873626","0.1537242","DNAJB9"
"ZNF212","0.04020979","0.05484461","0.07946336","0.04866772","0.06539599","0.04644700","0.07142857","0.02694136","ZNF212"
"RBBP7","0.4545455","0.3447898","0.8000000","0.3179219","0.5152810","0.4728067","0.3186813","0.1980983","RBBP7"
"MBTPS2","0.05419580","0.07239488","0.07657379","0.04964108","0.10893855","0.11115522","0.02472527","0.03803487","MBTPS2"
"MID1IP1","0.28321678","0.19414991","0.33168215","0.17435211","0.26322708","0.15839619","0.32280220","0.09350238","MID1IP1"
"ATP6AP2","0.3339161","0.2939671","0.3721362","0.2225332","0.3677292","0.4966256","0.4093407","0.2187005","ATP6AP2"
"CASK","0.10489510","0.24862888","0.17069143","0.09149532","0.22198488","0.22191346","0.08379121","0.05071315","CASK"
"GATA1","0.024475524","0.005118830","0.276160991","0.045017642","0.010187315","0.005557761","0.835164835","0.012678288","GATA1"
"OTUD5","0.1765734","0.2201097","0.2454076","0.1338362","0.2987184","0.2052402","0.2760989","0.1774960","OTUD5"
"GRIPAP1","0.09965035","0.16782450","0.11496388","0.06849982","0.12799869","0.06788408","0.05631868","0.08716323","GRIPAP1"
"MAGED2","1.0489510","1.0413163","1.4006192","0.7328142","1.8519553","2.1044065","0.6717033","1.3137876","MAGED2"
"ALAS2"," 0.03671329"," 0.05484461"," 2.20288958"," 0.35831610"," 0.06950378"," 0.08376340","10.27609890"," 0.01901743","ALAS2"
"YIPF6","0.3129371","0.4859232","0.4990712","0.2788660","0.4784752","0.4601032","0.3502747","0.2900158","YIPF6"
"TIMM8A","0.1905594","0.1005484","0.2485036","0.1300645","0.1593822","0.1206828","0.1785714","0.1125198","TIMM8A"
"BEX2","0.2797203","1.1297989","0.4268318","0.3654946","0.5930003","0.3433902","0.5425824","0.1093502","BEX2"
"TSC22D3","0.2342657","0.3908592","0.2930857","0.1610902","0.4375616","0.2814609","0.2939560","0.4104596","TSC22D3"
"THOC2","0.4562937","0.3700183","0.5331269","0.2601290","0.4998357","0.4505756","0.1607143","0.2773376","THOC2"
"FAM122C","0.04720280","0.02486289","0.06253870","0.02871396","0.05652317","0.03811036","0.03021978","0.02060222","FAM122C"
"HMGB3","0.9965035","0.9740402","2.8227038","0.9903881","0.9604009","0.4501786","0.5576923","0.3201268","HMGB3"
"SLC6A8","0.15209790","0.19488117","0.13209494","0.10122886","0.17137693","0.05994442","0.05906593","0.02218700","SLC6A8"
"IDH3G","0.3461538","0.2946984","0.4099071","0.1820173","0.4763391","0.4601032","0.3351648","0.2171157","IDH3G"
"SLC10A3","0.12237762","0.06179159","0.11001032","0.04915440","0.14295104","0.22945613","0.18956044","0.08399366","SLC10A3"
"FUNDC2","1.1206294","0.9144424","1.4972136","0.6576226","1.2885311","1.0131004","0.7815934","0.3724247","FUNDC2"
"TNKS","0.18006993","0.22522852","0.21609907","0.10962404","0.29116004","0.17864232","0.04945055","0.11251981","TNKS"
"ASAH1","0.9685315","0.3217550","0.3595459","0.2297116","0.4441341","0.4160381","0.4162088","0.2313788","ASAH1"
"TNFRSF10B","0.07867133","0.09689214","0.17069143","0.11120574","0.19717384","0.14847162","0.11401099","0.16481775","TNFRSF10B"
"SLC25A37"," 0.4388112"," 0.2606947"," 2.4136223"," 0.5993430"," 0.5496221"," 0.3572846","11.5989011"," 0.3074485","SLC25A37"
"LEPROTL1","0.4702797","0.5908592","0.8724458","0.3549094","0.6634900","2.2096070","0.2939560","0.3581616","LEPROTL1"
"WRN","0.10489510","0.06215722","0.12879257","0.06509308","0.09530069","0.07622072","0.12225275","0.05546751","WRN"
"ANK1","0.006993007","0.029616088","0.110423117","0.020075435","0.010187315","0.005557761","0.263736264","0.001584786","ANK1"
"UBE2V2","0.9597902","0.9912249","1.5347781","0.7068986","1.0128163","1.0484319","0.7087912","0.4405705","UBE2V2"
"RB1CC1","0.3111888","0.3422303","0.3213622","0.1902908","0.3001972","0.2381898","0.1662088","0.1156894","RB1CC1"
"UBXN2B","0.09615385","0.15063985","0.14860681","0.07726001","0.12471245","0.08217547","0.06730769","0.04595880","UBXN2B"
"GGH","0.39685315","0.17440585","0.62827657","0.22752160","0.25698324","0.35728464","0.11126374","0.07765452","GGH"
"ZC2HC1A","0.14510490","0.39122486","0.25015480","0.11047573","0.29280315","0.35768162","0.04258242","0.10459588","ZC2HC1A"
"CALB1","0.027972028","0.120658135","0.062951496","0.111935759","0.062438383","0.020643112","0.118131868","0.001584786","CALB1"
"VIRMA","0.09440559","0.09140768","0.15706914","0.07336659","0.15034505","0.12385867","0.07142857","0.08240887","VIRMA"
"CPQ","0.040209790","0.009506399","0.044994840","0.015695340","0.036148538","0.051210798","0.103021978","0.055467512","CPQ"
"NSMCE2","0.2150350","0.1627057","0.3172343","0.1164375","0.2898455","0.2203255","0.2321429","0.1806656","NSMCE2"
"MAFA-AS1","0.001748252","0.004387569","0.002683179","0.002920063","0.006736773","0.007145693","0.005494505","0.004754358","MAFA-AS1"
"PUF60","0.9423077","0.4775137","0.7539732","0.3629395","0.4932632","0.5375149","0.3887363","0.2519810","PUF60"
"EXOSC4","0.3356643","0.2244973","0.3541796","0.1820173","0.2969109","0.3140135","0.2115385","0.1695721","EXOSC4"
"CYC1","1.2639860","0.9338208","2.2010320","0.8836841","1.4196517","1.5458515","1.5755495","0.7892235","CYC1"
"GKAP1","0.09265734","0.21864717","0.23673891","0.10256722","0.15872494","0.06510520","0.10989011","0.05705230","GKAP1"
"CKS2","1.3828671","0.6826325","4.0295150","0.7704100","1.0152810","0.6649464","2.3846154","0.4199683","CKS2"
"SECISBP2","0.3426573","0.5104205","0.5545924","0.2792311","0.4452843","0.3152044","0.2142857","0.2028526","SECISBP2"
"ALG2","0.10839161","0.07934186","0.13395253","0.07774668","0.15790338","0.17268757","0.19368132","0.07290016","ALG2"
"RABGAP1","0.12762238","0.15137112","0.13498452","0.07446161","0.20571804","0.14331084","0.03296703","0.09191759","RABGAP1"
"PTRH1","0.12237762","0.11407678","0.13168215","0.08224845","0.14623727","0.16752680","0.03021978","0.14104596","PTRH1"
"PHYHD1","0.09265734","0.06142596","0.13869969","0.05122278","0.29296747","0.30210401","0.03708791","0.08557845","PHYHD1"
"DDX31","0.01223776","0.02851920","0.04643963","0.02749726","0.04025633","0.03453751","0.02747253","0.02694136","DDX31"
"SURF4","0.4178322","0.3641682","0.5700722","0.3173135","0.8186001","0.9400556","0.3791209","0.3613312","SURF4"
"CARD9","0.019230769","0.008409506","0.003921569","0.003528410","0.010023004","0.007542676","0.013736264","0.007923930","CARD9"
"RIC8A","0.3181818","0.2628885","0.5091847","0.1906558","0.3887611","0.4473998","0.4395604","0.1806656","RIC8A"
"HBE1"," 0.2779720"," 0.2972578"," 9.4224974"," 1.5652756"," 0.4327966"," 0.4358873","48.7101648"," 0.2773376","HBE1"
"TAF10","0.6066434","0.5685558","0.7599587","0.3934785","0.8989484","0.7038507","0.5604396","0.3819334","TAF10"
"LMO2","0.15909091","0.16416819","0.70505676","0.14296143","0.09727243","0.03215562","1.67719780","1.24722662","LMO2"
"HSD17B12","0.3269231","0.3034735","0.4305470","0.2501521","0.3683865","0.3290988","0.2857143","0.1901743","HSD17B12"
"SLC39A13","0.13636364","0.10237660","0.14427245","0.06156467","0.21639829","0.23580786","0.05906593","0.09033281","SLC39A13"
"APLNR","0.02797203","0.05521024","0.17791538","0.10877236","0.14180085","0.06470822","0.02609890","1.29952456","APLNR"
"FEN1","0.24825175","0.12431444","0.59772962","0.22630490","0.19290174","0.12703454","0.19505495","0.04912837","FEN1"
"OTUB1","0.6241259","0.6555759","1.0057792","0.4757270","0.8861321","0.9094879","0.4381868","0.4865293","OTUB1"
"SF1","1.0576923","0.9776965","1.5568627","0.6856065","1.2624055","0.9023422","0.5315934","0.5816165","SF1"
"ATG2A","0.04545455","0.04241316","0.04829721","0.02993065","0.05520868","0.03572846","0.04670330","0.02694136","ATG2A"
"DPF2","0.2937063","0.3436929","0.4171311","0.2293466","0.4370687","0.3509329","0.2252747","0.2266244","DPF2"
"NEAT1","0.8339161","0.8266910","0.8639835","0.6712495","1.8043050","1.1230647","2.7348901","1.3977813","NEAT1"
"SSSCA1","0.2465035","0.1798903","0.4974200","0.1928458","0.3591850","0.4739976","0.4945055","0.2662441","SSSCA1"
"MRPL11","1.0821678","0.6263254","1.5940144","0.6860932","1.2417023","0.8650258","0.5013736","0.5832013","MRPL11"
"SPCS2","1.1870629","1.0720293","1.9622291","0.9411121","1.5343411","2.0627233","0.8076923","0.7559429","SPCS2"
"AP002360.1","0.20629371","0.14003656","0.26274510","0.16230685","0.24219520","0.11194919","0.10302198","0.07765452","AP002360.1"
"TMEM135","0.06643357","0.07495430","0.09989680","0.07957172","0.15215248","0.11433108","0.12225275","0.05863708","TMEM135"
"SRSF8","0.6486014","0.6387569","0.5407637","0.2877479","0.6508380","0.6578007","0.4368132","0.4453249","SRSF8"
"MTMR2","0.1800699","0.2054845","0.2687307","0.1312812","0.2768649","0.2643906","0.1002747","0.1933439","MTMR2"
"CWF19L2","0.1258741","0.1828154","0.3259030","0.1385813","0.2366086","0.1838031","0.2403846","0.1600634","CWF19L2"
"HMBS","0.2307692","0.1418647","0.9341589","0.2310500","0.2226421","0.2008734","2.7321429","0.0681458","HMBS"
"APLP2","0.5174825","0.5027422","0.7971104","0.4690352","1.0591522","1.5942834","0.4285714","0.6450079","APLP2"
"TAF3","0.15034965","0.17989031","0.26501548","0.11972259","0.21721985","0.16871775","0.11263736","0.09984152","TAF3"
"UPF2","0.4720280","0.3330896","0.5318885","0.2943180","0.4462701","0.3818976","0.5260989","0.3264659","UPF2"
"FRMD4A","0.34440559","0.49506399","0.31620227","0.15707507","0.36247125","0.12425566","0.09478022","0.18066561","FRMD4A"
"COMMD3","0.3164336","0.3400366","0.4412797","0.1871274","0.4051922","0.4406511","0.2829670","0.2393027","COMMD3"
"YME1L1","0.3741259","0.3228519","0.4000000","0.2132863","0.4646730","0.3846765","0.1785714","0.2171157","YME1L1"
"AGAP9","0.008741259","0.018281536","0.025799794","0.011558584","0.023825173","0.016276300","0.013736264","0.006339144","AGAP9"
"PSAP","1.0804196","0.8778793","0.9781218","0.6921767","1.1654617","1.2326320","1.2197802","0.6973059","PSAP"
"AP3M1","0.2517483","0.2270567","0.2842105","0.1344446","0.2834374","0.2354109","0.1153846","0.1568938","AP3M1"
"SAMD8","0.06993007","0.08153565","0.07203302","0.04878939","0.09957279","0.07145693","0.07967033","0.06180666","SAMD8"
"ZNF503","0.41258741","0.76855576","1.25448916","0.57050736","1.24071640","0.62167527","0.06181319","0.40095087","ZNF503"
"FAM213A","0.9108392","1.1389397","2.0160991","0.9038813","1.3056195","0.8682017","1.5947802","0.9112520","FAM213A"
"ZNF518A","0.3898601","0.4040219","0.4862745","0.2928580","0.5195531","0.3576816","0.2431319","0.2995246","ZNF518A"
"HPS1","0.3199301","0.1411335","0.3711042","0.1608468","0.3015117","0.4517666","0.5274725","0.1331220","HPS1"
"BLOC1S2","0.4790210","0.6332724","0.6150671","0.3115951","0.5287545","0.5184597","0.4381868","0.2567353","BLOC1S2"
"OGA","0.5017483","0.7356490","0.6858617","0.4253559","0.8670720","0.5117110","0.3090659","0.4215531","OGA"
"TIAL1","0.4143357","0.3839122","0.5752322","0.2811778","0.5000000","0.4362842","0.3228022","0.2488114","TIAL1"
"INPP5F","0.2762238","0.2515539","0.3238390","0.1848157","0.4898127","0.3969829","0.1648352","0.1141046","INPP5F"
"CTBP2","0.8601399","0.7100548","0.8390093","0.3842317","0.6753204","0.4473998","0.3337912","0.2709984","CTBP2"
"SMIM10L1","0.5139860","0.4720293","0.7188854","0.3233970","0.6966809","0.5363239","0.2486264","0.3549921","SMIM10L1"
"DNM1L","0.2325175","0.2193784","0.2765738","0.1339579","0.2349655","0.1885669","0.0989011","0.1204437","DNM1L"
"BCDIN3D-AS1","0.001748252","0.011334552","0.007223942","0.005840127","0.011173184","0.004763795","0.008241758","0.007923930","BCDIN3D-AS1"
"NFE2","0.066433566","0.007678245","0.209494324","0.043922618","0.014623727","0.009130607","0.740384615","0.014263074","NFE2"
"GDF11","0.30769231","0.34734918","0.27306502","0.14880156","0.35540585","0.16038110","0.05494505","0.10776545","GDF11"
"RAB5B","0.2814685","0.3568556","0.3343653","0.1786105","0.4176799","0.2770941","0.1456044","0.1949287","RAB5B"
"ZC3H10","0.03846154","0.05703839","0.07038184","0.03443241","0.05290831","0.02897975","0.03434066","0.02377179","ZC3H10"
"SPRYD4","0.09265734","0.07422303","0.11269350","0.06132133","0.10581663","0.10996427","0.04670330","0.07606973","SPRYD4"
"ZBTB39","0.04020979","0.06179159","0.07512900","0.03491909","0.06210976","0.03096467","0.01510989","0.04754358","ZBTB39"
"SHMT2","0.5052448","0.3809872","0.6749226","0.2876262","0.6551101","0.8102422","0.7280220","0.2773376","SHMT2"
"RAB3IP","0.06468531","0.10932358","0.18224974","0.09551040","0.11748275","0.05637158","0.25137363","0.02694136","RAB3IP"
"PAWR","0.2517483","0.2073126","0.3409701","0.2660908","0.2755504","0.2310441","0.3434066","0.1236133","PAWR"
"ATP2B1","0.5821678","0.7301645","1.2342621","0.5966663","1.6022018","1.4045256","0.3173077","0.2503962","ATP2B1"
